id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
59682,Women,apparel,Innerwear,Briefs,Purple,Summer,2012.0,Casual,Avirate Purple Hi-Leg Brief
5814,Women,apparel,Topwear,Tops,White,Summer,2011.0,Casual,ADIDAS Women Go Glow Top
32981,Men,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Mr. Men Printed Red T-shirt
52058,Men,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt
58562,Women,apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,Puma Women Navy Blue Jeans
44901,Men,apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo Neck T-shirt
43318,Women,apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Jeans
13468,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Tshirts
19152,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Grey T-shirt
16926,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Spykar Men Stripes Blue Tshirt
28615,Men,apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Black T-shirt
57972,Women,apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,Prafful Women Multi Coloured Sari
10689,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy Casual White Tshirts
39131,Women,apparel,Bottomwear,Leggings,Pink,Fall,2012.0,Casual,Aneri Women Pink Leggings
7915,Men,apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Proline Men Olive Green Polo T-shirt
19536,Men,apparel,Topwear,Sweaters,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple Sweater
8161,Men,apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Checked Hal Slim Fit Shirt
48394,Men,apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,French Connection Men Black Trousers
7129,Men,apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Urban Yoga Men's Melange T-shirt
13830,Men,apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Indigo Nation Men Stripes Grey Sweaters
8353,Boys,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's Original Royal Classic White Kidswear
50965,Women,apparel,Innerwear,Bra,Lavender,Summer,2017.0,Casual,Enamor Lavender Smooth Bra
22579,Women,apparel,Topwear,Sweatshirts,Black,Summer,2011.0,Sports,Nike Women Black Sweatshirt
30880,Women,apparel,Topwear,Kurtas,Yellow,Summer,2012.0,Ethnic,Fabindia Women Printed Yellow Kurta
28043,Men,apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey ELANCE Men Grey Melange Brief 1008
11569,Women,apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women Printed Purple Kurtas
57986,Women,apparel,Dress,Dresses,Grey,Fall,2012.0,Casual,Latin Quarters Women Grey Dress
40931,Girls,apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Gini and Jony Girls Happy Style Blue Leggings
56854,Men,apparel,Topwear,Shirts,Teal,Summer,2012.0,Party,John Players Men Teal Shirt
4758,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,ADIDAS Men's Perf Str Polo Grey T-Shirt
24448,Women,apparel,Innerwear,Briefs,Lavender,Summer,2017.0,Casual,Beyouty Women Pack of 3 Briefs
21906,Women,apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,BIBA Women Printed Purple Kurta
8195,Men,apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Lamberto Navy Blue Shirts
48360,Men,apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue & White Check Shirt
12916,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Spykar Men Live My Space Black T-Shirts
12318,Men,apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Stripes Red Shirts
18622,Men,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Team Essential Polo Navy Blue Tshirt
50991,Women,apparel,Innerwear,Briefs,Peach,Summer,2017.0,Casual,Enamor Women Peach Briefs
29165,Women,apparel,Topwear,Tops,Black,Summer,2012.0,Casual,United Colors of Benetton Women Printed Black & White Top
26911,Women,apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Printed Top
30874,Women,apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Fabindia Women Printed Red Kurta
57388,Women,apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Amante Women Pack of 3 Briefs PFCN04
18246,Men,apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Manchester United Men Printed Grey Tshirt
9611,Men,apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Green White Shirts
19394,Men,apparel,Topwear,Jackets,Blue,Summer,2011.0,Casual,ADIDAS Men Solid Blue Jacket
54955,Men,apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Do U Speak Green Men Blue T-Shirt
10817,Men,apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Urban Raiser Green Shirts
4932,Women,apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear
39793,Men,apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Peter England Men Grey Formal Trousers
38641,Men,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Bangalore Polo T-shirt
59444,Men,apparel,Topwear,Shirts,Grey,Fall,2012.0,Formal,Arrow Men Striped Grey Slim Fit Shirt
52890,Women,apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red Printed Sari
40569,Women,apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Kurta
9423,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Blue stripe Black Shirts
17800,Women,apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chhota Bheem Kids Girl I Love to Play Green Tshirt
23209,Women,apparel,Topwear,Kurtis,Black,Fall,2011.0,Ethnic,Aneri Women Twinkle Black Kurti
18848,Men,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men College Athletic Navy Blue Tshirt
3925,Men,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Wrangler Men's Wanderer's Dream Orange T-shirt
14024,Men,apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Nike Men Solid Black Shorts
20211,Women,apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Wrangler Women Green Sweatshirt
57343,Women,apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Amante Women Push-Up Pink Bra-BGDI03
10484,Men,apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Flying Machine Men FS Purple Shirts
25763,Men,apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Green Suspenders
11556,Women,apparel,Topwear,Kurtis,Cream,Summer,2011.0,Ethnic,W Women Printed Cream Kurtis
56291,Women,apparel,Innerwear,Briefs,Maroon,Winter,2015.0,Casual,Biara Women Maroon Briefs
31151,Boys,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Blue T-shirt
3784,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Surfers Black T-shirt
46003,Women,apparel,Saree,Sarees,Purple,Summer,2012.0,Ethnic,Fabindia Purple & Blue Striped Saree
34423,Men,apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Royal Yellow T-shirt
31363,Men,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt
27206,Men,apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Light Blue Shorts
16541,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt
22774,Women,apparel,Topwear,Kurtis,Off White,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Off White Kurti
50354,Women,apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Purple Kurta
34611,Men,apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue Stretch Duo Dry Cotton Stretch Hip Briefs
37094,Men,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wills Sport Men Navy Blue and Pink Striped T-shirt
20023,Men,apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Red Check Shirt
52403,Women,apparel,Loungewear and Nightwear,Nightdress,Off White,Winter,2015.0,Casual,Red Rose Women Off White Nightdress
4793,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Dare Green T-shirt
57171,Women,apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Elle Women Grey Top
11764,Women,apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,Lee Women Printed Pink Tshirts
43327,Women,apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,United Colors of Benetton Women Green T-shirt
13457,Women,apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Shirts
12585,Unisex,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Unisex Printed Blue Tshirts
16919,Men,apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
18883,Women,apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Arrow Woman Payton Navy Blue Shirt
34275,Women,apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Women Printed Off White Dupatta
7572,Men,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's As Miler UV SS Orange T-shirt
16125,Women,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,ADIDAS Women Blue Polo TShirt
52067,Men,apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey Printed T-shirt
25909,Women,apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Casual,Femella Women Pink Leggings
14672,Men,apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Slim Fit Checked Shirt
33050,Women,apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Mother Earth Women Printed Olive Kurta
52255,Men,apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Crusoe Men Blue Boxer Briefs
5017,Women,apparel,Bottomwear,Capris,Pink,Summer,2016.0,Casual,Levis Kids Girl's Alicia Pink Kidswear
39758,Boys,apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Gini Jony Boys Brown Shorts
33262,Boys,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt
27450,Women,apparel,Innerwear,Bra,Black,Winter,2017.0,Casual,Jockey Essence Black Solid Non-Wired Non-Padded Slim Fit Bra 1615
2232,Men,apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,ADIDAS Men Stripe Red White Polo T-shirt
50502,Men,apparel,Innerwear,Briefs,Grey,Winter,2016.0,Casual,Chromozome Men Grey & Red Briefs
16317,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Peter England Men Printed White TShirt
30621,Men,apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Speed Black T-shirt
19199,Men,apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Check Shirt
3126,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's City's Knight Grey T-shirt
42201,Women,apparel,Topwear,Tunics,Orange,Summer,2012.0,Casual,Sepia Women Orange Tunic
23236,Women,apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Aneri Women Gulista Red Kurta
34281,Women,apparel,Topwear,Dupatta,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Dupatta
18877,Women,apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Arrow Woman Celesta Red Shirt
51616,Women,apparel,Bottomwear,Jeggings,Black,Fall,2012.0,Casual,Kraus Jeans Women Black Jeggings
15754,Men,apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Facit Men Sportz Grey Innerwear Vest
52093,Women,apparel,Topwear,Tops,White,Summer,2012.0,Casual,Myntra Women White Top
4303,Unisex,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Pastime Green Kidswear
14686,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Basics Men Red Striped Polo T-shirt
1671,Men,apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Reebok Men Black Polo T-shirt
59649,Women,apparel,Saree,Sarees,Orange,Fall,2012.0,Ethnic,FNF Red & Orange Evening Wear Sari
10828,Men,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Polo Tshirts
37636,Girls,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Madagascar3 Girls Soft Red Printed T-Shirt
33296,Men,apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Check Navy Blue Slim Fit Shirt
48509,Women,apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,French Connection Women Mauve & Cream Striped Top
3314,Men,apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Guerrilla Men's Warrior Brown T-shirt
23004,Men,apparel,Topwear,Tshirts,Red,Summer,2016.0,Sports,2go Active Gear USA Men Pack of Two Red Jordan T-shirt
51424,Men,apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Myntra Men White Shirt
5487,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Busy Doing Nothing Charcoal T-shirt
15102,Women,apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Mother Earth Women Printed Navy Blue Kurtas
10470,Men,apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men Grey Tshirts
56265,Men,apparel,Loungewear and Nightwear,Night suits,Red,Summer,2016.0,Casual,SDL by Sweet Dreams Men Red & Blue Pyjama Set
32720,Men,apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Red Trenz Brief
8398,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Adna Ss Tee White T-Shirts
3770,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Green Polo T-shirt
12327,Men,apparel,Topwear,Shirts,Pink,Winter,2011.0,Formal,Genesis Pink Striped Formal Shirt
26112,Men,apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt
43585,Girls,apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Top
51040,Women,apparel,Innerwear,Briefs,White,Summer,2017.0,Casual,Enamor Women White Printed Briefs
6202,Women,apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,UCB Women's Photo Prints White T-shirt
28088,Men,apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey Men Gold Edition White Brief
50192,Men,apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Hanes Men White Duo Dry Cotton Stretch Muscle T-shirt
12115,Women,apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,W Women Printed Beige Kurtas
26320,Men,apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Sports,Proline Men  Navy Blue Track Pants
3542,Men,apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,ADIDAS Men's Black Short
42665,Women,apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Alma Women Beige Kurta
9078,Men,apparel,Bottomwear,Track Pants,Black,Spring,2013.0,Sports,ADIDAS Men Crkt Col Pant Black Trackpant
54700,Women,apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Shree Women Black and White Printed Kurta
12929,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Narrow Stripes Blue Tshirts
22780,Women,apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,BIBA Women Printed Green Kurta
6030,Men,apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Men's Polo Neck With Big Ben Logo Pink T-shirt
53525,Women,apparel,Innerwear,Bra,Red,Winter,2015.0,Casual,Amante Red Striped Push-Up Bra BGSR11
38814,Women,apparel,Topwear,Shirts,Orange,Fall,2012.0,Casual,Latin Quarters Women Orange & Grey Check Shirt
15330,Men,apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Solid Black Shorts
45440,Men,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Fila Men Blue T-shirt
4767,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men Peach Polo T-shirt
10642,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy D Print Red Tshirts
57185,Women,apparel,Topwear,Tunics,Green,Summer,2012.0,Casual,Elle Women Green Tunic
40132,Boys,apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Authentic Red Shirt
11790,Women,apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Green Printed Kurta
7923,Men,apparel,Topwear,Tshirts,Beige,Fall,2011.0,Casual,Proline Men Beige Striped Polo T-shirt
8157,Men,apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Highlander Men Purple Checked Haile Slim Fit Shirt
34618,Men,apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs
16548,Men,apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
57178,Women,apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women Blue Tunic
20218,Men,apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,Wrangler Men Rib Charcoal Sweater
56298,Women,apparel,Innerwear,Bra,Red,Summer,2017.0,Casual,Biara Women Red Blush Bra
50953,Women,apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Maxi Fit Jeans
28849,Men,apparel,Topwear,Tshirts,Cream,Summer,2013.0,Casual,Proline Cream-Coloured Polo T-shirt
43578,Girls,apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Gini and Jony Girls Woven Peach Top
31158,Boys,apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Yellow T-shirt
8365,Girls,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Girl's Happy Smiles Pink Kidswear
19732,Men,apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple Shirt
28075,Men,apparel,Innerwear,Trunk,Blue,Summer,2016.0,Casual,Jockey MC Men Blue Midway Classic Trunks 1101
36719,Boys,apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
5822,Men,apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,ADIDAS Men's Prt Purple T-shirt
19356,Women,apparel,Innerwear,Briefs,Cream,Summer,2017.0,Casual,Beyouty Women B01 Combo2 Fashion  Low-Rise Pack of 3 Breifs
18284,Women,apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Aneri Women Anu Pink Kurta
27459,Women,apparel,Innerwear,Bra,White,Fall,2015.0,Casual,Jockey Women White Seamless Bra 1672
7749,Men,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Young Lords Purple T-shirt
43920,Women,apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Femella Women Cream Printed Dress
16910,Men,apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Mr. Men Men Printed Blue Sweatshirt
2009,Men,apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,ADIDAS Mens Classic White Polo T-shirt
19958,Men,apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,United Colors of Benetton Men Solid Red Sweater
22319,Women,apparel,Topwear,Tops,Cream,Fall,2011.0,Casual,Wildcraft Women Cream Kimono Top
2835,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Mr.Mischief Dark Grey T-shirt
28623,Men,apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Media Polo Black T-shirt
25900,Women,apparel,Bottomwear,Leggings,Teal,Summer,2012.0,Casual,Femella Women Teal Skinny Leggings
33059,Men,apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Blue & Red Check Shirt
11309,Men,apparel,Bottomwear,Jeans,,Fall,2016.0,Casual,Wrangler Men Blue Floyd Jeans
10821,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Parma Reversible Blue Shirts
59640,Women,apparel,Saree,Sarees,Magenta,Fall,2012.0,Ethnic,FNF Magenta Wedding Collection Sari
4904,Women,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Palm Tree Girl's Billy White Green Kidswear
18270,Women,apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aneri Women Surbhi Black Kurta
9627,Men,apparel,Topwear,Shirts,Orange,Fall,2011.0,Casual,Indigo Nation Men Plain Shirt Orange Shirts
48500,Women,apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,French Connection Women Blue Jeans
42806,Women,apparel,Innerwear,Briefs,Blue,Summer,2012.0,Casual,Little Miss Intimates Women Blue Brief
17238,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black  Polo Tshirt
12578,Women,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Women Purple Printed T-shirt
42208,Women,apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top
9415,Men,apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,John Miller Men Navy Blue Shimmer Shirt
29705,Men,apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
3913,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Urban Yoga Men's Hush White T-shirt
34288,Women,apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Women Off White Chanderi Dupatta
1678,Men,apparel,Topwear,Tshirts,Green,Fall,2010.0,Casual,Reebok Men Play Hard Cotton Green T-shirt
9071,Men,apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts
6039,Women,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Women's Photographic Print White T-shirt
22789,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Red Tshirt
15339,Women,apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Women Solid Grey Shorts
21930,Women,apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta
11799,Women,apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Vishudh Women Pigment Print Maroon Kurtas
1812,Men,apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Solognac Men Green T-shirt
10479,Men,apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Flying Machine Men FS Red Shirts
18614,Men,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Puma Men Team SS Bluenights Navy Tshirts
9243,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
3779,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Black Polo T-shirt
8391,Men,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,ADIDAS Men Navy Blue Polo Tshirts
30842,Women,apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Fabindia Women Navy Blue Kurta
28081,Men,apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Grey Y Front Briefs 2007
51049,Women,apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Enamor Maroon La Mode Bra
26927,Women,apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress
5213,Men,apparel,Topwear,Tshirts,Black,Spring,2013.0,Casual,Aerosmith Men's Crew Black T-shirt
14644,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Probase Men Classic Black Shirts
15796,Men,apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Mid- Rise BF Grey Briefs
52051,Men,apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Myntra Men Navy Blue T-shirt
44908,Men,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White and Red Striped Polo neck T-shirt
33066,Men,apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Red Check Shirt
40594,Women,apparel,Topwear,Kurtis,Rust,Summer,2012.0,Ethnic,Aurelia Women Rust Kurti
11336,Men,apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
26786,Men,apparel,Topwear,Shirts,Black,Fall,2012.0,Formal,Arrow Men Black Striped Shirt
43311,Women,apparel,Topwear,Sweaters,White,Summer,2012.0,Casual,United Colors of Benetton Women Pink Sweater
2036,Men,apparel,Topwear,Tshirts,Yellow,Fall,2010.0,Casual,ADIDAS Mens Light Yellow T-shirt
13461,Men,apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Check Black Shirts
7544,Women,apparel,Bottomwear,Capris,Grey,Summer,2011.0,Sports,Nike Women Classic Grey Capri
19967,Men,apparel,Topwear,Sweaters,Maroon,Fall,2011.0,Casual,United Colors of Benetton Men Maroon Sweaters
22326,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,John Players Men Blue Striped Polo T-Shirt
6496,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Mesh Black T-shirt
34243,Men,apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Proline Men Purple T-shirt with Printed Detail
12781,Women,apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Mother Earth Women Cotton Black Salwar Suit
27466,Women,apparel,Innerwear,Briefs,Black,Winter,2017.0,Casual,Jockey Women Black Bikini Brief 1803-0105
54194,Men,apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Highlander Men Grey Chinos
2204,Men,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men Black Polo T-shirt
16321,Men,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Printed Purple TShirt
5021,Men,apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Levis Kids Boy's Calcio Grey Red Kidswear
36726,Boys,apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Polo Black T-Shirt
33254,Boys,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Red T-shirt
11104,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Indigo Nation Men Stripes Black Shirts
32386,Women,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Arrow Woman White Striped Polo T-shirt
