id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
9961,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Medals Crew White T-Shirts,output_images\9961.png
9539,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men Asss Crusier Graphic Blue T-Shirts,output_images\9539.png
9959,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men As Ss Challen Red T-Shirts,output_images\9959.png
9992,Men,apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Sports,Nike Men As Squad Flc Navy Blue Sweatshirts,output_images\9992.png
2310,Men,apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Nike Mens Raffel Red T-shirt,output_images\2310.png
9966,Women,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women As Statement White T-Shirts,output_images\9966.png
9537,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men As Goaline Ss Black T-Shirts,output_images\9537.png
2742,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Disney Kids Girl's White Minnie & Red Kidswear,output_images\2742.png
4217,Girls,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Blue Disney Jeans Kidswear,output_images\4217.png
9968,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men As The Kobe O Black T-Shirts,output_images\9968.png
9530,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Coolfitted White T-Shirts,output_images\9530.png
4210,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Mickey Mouse Kidswear,output_images\4210.png
9957,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Arsenal Authe White T-Shirts,output_images\9957.png
4889,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Levis Kids Girl's Dionne White Kidswear,output_images\4889.png
2719,Boys,apparel,Bottomwear,Trousers,Blue,Summer,2011.0,Casual,Disney Kids Boy's Tiger Print Denim Pants,output_images\2719.png
9553,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Nike Men As Ad Badge Black T-Shirts,output_images\9553.png
9554,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Men As Sport Mascot Blue T-Shirts,output_images\9554.png
2717,Girls,apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Disney Kids Girls  Kidswear,output_images\2717.png
4873,Boys,apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Levis Kids Boy's Danio Grey Kidswear,output_images\4873.png
2728,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink & White Pooh Kidswear,output_images\2728.png
4887,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Dana Pink Kidswear,output_images\4887.png
2710,Girls,apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Daisy Kidswear,output_images\2710.png
4880,Boys,apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Dustin White Teens Kidswear,output_images\4880.png
4874,Boys,apparel,Topwear,Tshirts,Red,Summer,2016.0,Casual,Levis Kids Boy's Davis Red Polo Tshirt,output_images\4874.png
9969,Men,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Nike Men As Kobe Hunt Navy Blue T-Shirts,output_images\9969.png
9531,Men,apparel,Topwear,Jackets,Purple,Fall,2011.0,Sports,Nike Men Summerized Wind Runner White Jackets,output_images\9531.png
4211,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Donald Kidswear,output_images\4211.png
9956,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Manu Train Blue Tshirts,output_images\9956.png
1909,Men,apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Classic Sportswear T-shirt,output_images\1909.png
9536,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Nike Men White Polo Tshirts,output_images\9536.png
4216,Girls,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Yellow Fun In The Fair Kidswear,output_images\4216.png
9958,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Arsenal Ss Tr Red Jersey,output_images\9958.png
1907,Men,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Mens Classic Black T-shirt,output_images\1907.png
9967,Men,apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Nike Men Ad Breakline Black Track Pants,output_images\9967.png
2311,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Womens Pink T-shirt,output_images\2311.png
4218,Girls,apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Disney Kids Girl's Purple Disney Jeans Kidswear,output_images\4218.png
2316,Men,apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Nike Mens Athletic Green T-shirt,output_images\2316.png
9960,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Jdi Remix Crew Black T-Shirts,output_images\9960.png
9538,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men As Nike Sphere Ss Black T-Shirts,output_images\9538.png
2290,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Women SS Pink T-shirt,output_images\2290.png
10042,Women,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Pink Polo Tshirts,output_images\10042.png
5425,Boys,apparel,Topwear,Shirts,Maroon,Summer,2011.0,Casual,Ant Kids Boys's Anytime Maroon White Kidswear,output_images\5425.png
7524,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men's AS SS Trainin T-shirt,output_images\7524.png
4964,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karl Blue White Infant Kidswear,output_images\4964.png
5422,Boys,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Ant Kids Boy's Blue Grey Kidswear,output_images\5422.png
2297,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Women DPT Pink T-shirt,output_images\2297.png
4963,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karl Blue White Kidswear,output_images\4963.png
5414,Girls,apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Ant Kids Girl's Purple Top With Sequins Kidswear,output_images\5414.png
4955,Boys,apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kaiser Red Blue Kidswear,output_images\4955.png
7512,Women,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Women's Black Polo T-shirt,output_images\7512.png
5413,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Ant Kids Girl's Pink White Check Top Kidswear,output_images\5413.png
2299,Women,apparel,Topwear,Tshirts,Purple,Fall,2010.0,Sports,Nike Women Purple Polo T-shirt,output_images\2299.png
4952,Boys,apparel,Bottomwear,Shorts,Black,Summer,2011.0,Casual,Gini and Jony Boy's Kimon Black Bermuda Infant Kidswear,output_images\4952.png
4906,Girls,apparel,Bottomwear,Capris,Blue,Summer,2011.0,Casual,Palm Tree Girl's Belen Pedal Pusher Kidswear,output_images\4906.png
4308,Unisex_Kids,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Tantra Kid's Unisex Meet My Daddy Red Kidswear,output_images\4308.png
8367,Girls,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Girl's I Love My Bicycle Pink Kidswear,output_images\8367.png
7579,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men's As Repeat Grey T-shirt,output_images\7579.png
10676,Girls,apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Doodle Girl Bubbles Red Tops,output_images\10676.png
1645,Men,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Kipsta Men Loose Fit Round Neck Jersey Black,output_images\1645.png
3320,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Mens Take Down Jersey,output_images\3320.png
4939,Boys,apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karnel Jeans Kidswear,output_images\4939.png
10020,Men,apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black & White Reversible Shorts,output_images\10020.png
7546,Men,apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Men's As Emb Sneaker T-Shirts,output_images\7546.png
5023,Boys,apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Levis Kids Boy's Chad Red Kidswear,output_images\5023.png
8358,Girls,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Girl's Princess Cute Little Light Blue Kidswear,output_images\8358.png
5447,Boys,apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Ant Kids Boy's Anytime Check Black Shirt Kidswear,output_images\5447.png
8360,Girls,apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Girl's Tonight Night Rock Yellow Pink Kidswear,output_images\8360.png
4901,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Desiree Pink Kidswear,output_images\4901.png
10018,Men,apparel,Bottomwear,Shorts,Black,Fall,2012.0,Sports,Nike Men Black Three Quarter Track Pants,output_images\10018.png
3318,Men,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Mens Fangear Tee,output_images\3318.png
5440,Men,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Men's Club Pique Polo Med Yellow White T-shirt,output_images\5440.png
5024,Boys,apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Levis Kids Boy's Caspian White Kidswear,output_images\5024.png
7541,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's Manu Core Black T-shirt,output_images\7541.png
3327,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Boys Fangear Polo Jersey,output_images\3327.png
10027,Women,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women's White Tshirt,output_images\10027.png
4330,Unisex_Kids,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Kid's Unisex Caution Blue Kidswear,output_images\4330.png
10671,Boys,apparel,Bottomwear,Shorts,Green,Fall,2011.0,Casual,Doodle Boy Army  Green Shorts,output_images\10671.png
8356,Boys,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy's End Is Just Begining Black Kidswear,output_images\8356.png
5449,Men,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's Race Day T-shirt,output_images\5449.png
7548,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Walkthrough Black T-shirt,output_images\7548.png
4937,Boys,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Gini and Jony Boy's Kaden Grey Blue Kidswear,output_images\4937.png
10678,Girls,apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Girl Super stylish White Tops,output_images\10678.png
7577,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Cruiser Black T-shirt,output_images\7577.png
8369,Girls,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Doodle Girl's Purple Halter Neck Purple Kidswear,output_images\8369.png
4908,Girls,apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Levis Kids Girl's Darcy Red Teens Kidswear,output_images\4908.png
7583,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Cruiser T-Shirts,output_images\7583.png
4306,Unisex_Kids,apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex 5 Elements Choco Brown Kidswear,output_images\4306.png
3329,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Boys Fangear Tee,output_images\3329.png
10029,Women,apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Sports,Nike Women As Script Mas Navy Blue Sweatshirts,output_images\10029.png
4930,Girls,apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Vanida Blue Dungree Infant Kidswear,output_images\4930.png
8351,Boys,apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Doodle Boy's Original Royal Classic Grey Melange Kidswear,output_images\8351.png
10016,Girls,apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Palm Tree Girl's Cr Blossom Drs Pink Dresses,output_images\10016.png
7570,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Go Dunk Black T-shirt,output_images\7570.png
7513,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's As Explosive Red T-shirt,output_images\7513.png
2298,Men,apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Nike Mens Core Cotton Red T-shirt,output_images\2298.png
4953,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kalin White Navy Kidswear,output_images\4953.png
5415,Girls,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Ant Kids Girl's Red Little Heart Kidswear,output_images\5415.png
4954,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kalin White Navy Infant Kidswear,output_images\4954.png
2296,Women,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Women DPT Black T-shirt,output_images\2296.png
5423,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Boy's Grey Blue Kidswear,output_images\5423.png
4962,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karsen Blue White Infant Kidswear,output_images\4962.png
5424,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ant Kids Boy's Whats Up White Navy Kidswear,output_images\5424.png
7525,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's Round Neck Red T-Shirt,output_images\7525.png
2265,Women,apparel,Topwear,Tshirts,Orange,Fall,2010.0,Sports,Nike Womens NIKE MILER SS TOP T-shirt,output_images\2265.png
2291,Men,apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Men White Polo T-shirt,output_images\2291.png
4965,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kalkin White Brown Kidswear,output_images\4965.png
8350,Boys,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's I love Driving White Kidswear,output_images\8350.png
3328,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Mens Fangear Tee,output_images\3328.png
10028,Women,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women As Club Jerse White T-Shirts,output_images\10028.png
4931,Girls,apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Kidswear,output_images\4931.png
7571,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Colorblock Red T-shirt,output_images\7571.png
10017,Women,apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Women As The Windru Blue Jackets,output_images\10017.png
7585,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Drip Swoosh Black T-shirt,output_images\7585.png
4936,Girls,apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Gini and Jony Girl's Veata White Black Pink Infants Kidswear,output_images\4936.png
2699,Girls,apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girls Disney girl pink pooh top Kidswear,output_images\2699.png
8357,Boys,apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Doodle Boy's End Is Just Begining Green Kidswear,output_images\8357.png
5448,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Nike Men's Training White Blue T-shirt,output_images\5448.png
7549,Men,apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Men Essenti Black Track Pant,output_images\7549.png
7582,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Stacked White T-shirt,output_images\7582.png
4307,Unisex_Kids,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex The Matrix Green Kidswear,output_images\4307.png
10010,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men As Showdown F Black T-Shirts,output_images\10010.png
4909,Girls,apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Levis Kids Girl's Darcy Red Kidswear,output_images\4909.png
8368,Girls,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Girl's Halter Neck Pink Kidswear,output_images\8368.png
4900,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Desiree Pink Teens Kidswear,output_images\4900.png
10019,Women,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women As Miler Ss White T-Shirts,output_images\10019.png
3319,Boys,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Boys Fangear Tee,output_images\3319.png
8361,Girls,apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Doodle Girl's Tonight Night Rock Light Green Kidswear,output_images\8361.png
4331,Unisex_Kids,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Naughty Crime Orange Kidswear,output_images\4331.png
10026,Women,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women As Challenger Black T-Shirts,output_images\10026.png
10670,Boys,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy Stop global warming Black Tshirts,output_images\10670.png
5441,Girls,apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Ant Kids Girl's Check Top Purple Kidswear,output_images\5441.png
7540,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike men's As Spher Blue T-shirt,output_images\7540.png
8366,Girls,apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Doodle Girl's I Love My Bicycle Green Kidswear,output_images\8366.png
4309,Unisex_Kids,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Kid's Unisex Black Kidswear,output_images\4309.png
4907,Girls,apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Palm Tree Girl's Linnea White Green Kidswear,output_images\4907.png
5022,Boys,apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Levis Kids Boy's Calcio Grey Blue Kidswear,output_images\5022.png
7547,Men,apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,Nike Men Essenti Grey Track Pant,output_images\7547.png
8359,Girls,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Girl's Princess Cute Little Pink Kidswear,output_images\8359.png
5446,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Men's Training Blue T-shirt,output_images\5446.png
10677,Girls,apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Girl Flap doodle angel Pink Tops,output_images\10677.png
2697,Girls,apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Disney Kids Girl's Blue Pooh Kidswear,output_images\2697.png
3321,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Mens Fangear Polo Jersey,output_images\3321.png
4938,Boys,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Gini and Jony Boy's Kaden Grey Blue Infant Kidswear,output_images\4938.png
10021,Men,apparel,Bottomwear,Shorts,White,Spring,2013.0,Sports,Nike Men As Woven Shor White Shorts,output_images\10021.png
1644,Men,apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Kipsta Men Loose Fit Round Neck Jersey Red,output_images\1644.png
